databaseid,qminute,cputime_sum,scanbytes_sum,avg_durationtime,avg_memoryused,join,agg,sort,filter,proj,cputime_interval,scanbytes_interval,duration_interval,memory_interval,filter_interval,sort_interval,agg_interval,join_interval
186:8,2024-05-13 12:00:00,18.977000000000004,2.6728515625,0.34597196261682256,,0.07476635514018691,1.0,0.102803738317757,0.032950709358380986,0.0,"[1.411, 1.667, 0.9920000000000001, 2.3043763764416094, 1.3326236235583906, 3.5429999999999997, 1.859, 2.034, 1.1820000000000002, 2.652]","[0.27734375, 0.279296875, 0.2177734375, 0.32238679007245996, 0.16687102242754004, 0.1181640625, 0.12890625, 0.3798828125, 0.228515625, 0.5537109375]","[0.19764285714285715, 0.2964545454545454, 0.17545454545454545, 0.3657333333333333, 0.24090000000000003, 1.0057142857142858, 0.6105, 0.4002, 0.19075, 0.43516666666666665]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.05710243064328666, 0.08206579412805093, 0.0, 0.005442176870748298, 0.0, 0.0, 0.0, 0.1, 0.05913978494623656, 0.0026881720430107503]","[0.07142857142857142, 0.09090909090909091, 0.09090909090909091, 0.0, 0.1, 0.0, 0.16666666666666666, 0.0, 0.0, 0.5]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.14285714285714285, 0.09090909090909091, 0.18181818181818182, 0.06666666666666667, 0.0, 0.14285714285714285, 0.0, 0.1, 0.0, 0.0]"
186:8,2024-05-13 12:05:00,117.79200000000003,12.1435546875,3.051844155844153,,0.07792207792207792,1.0,0.1038961038961039,0.04501381608346424,0.0,"[2.939911294897633, 15.000978808508425, 15.000978808508425, 25.966475883199163, 21.492481733817684, 19.035978808508425, 8.999194662560253, 2.099, 2.1969999999999996, 5.06]","[0.13370737597502935, 0.6558962958482352, 0.6558962958482352, 3.2133392247256385, 1.8191564919708318, 3.105115045848235, 0.5497017697837947, 0.423828125, 0.375, 1.2119140625]","[28.5425, 168.573, 168.573, 48.841, 15.611923076923075, 12.611142857142855, 15.554727272727273, 0.2570625, 0.47633333333333333, 1.0016999999999998]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.2738370598817784, 0.06053417155961487, 0.008784096162736945, 0.0, 0.0, 0.08561020036429873, 0.09109395873534214]","[0.16666666666666666, 1.0, 1.0, 0.5, 0.15384615384615385, 0.21428571428571427, 0.09090909090909091, 0.125, 0.1111111111111111, 0.1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18181818181818182, 0.1875, 0.0, 0.1]"
186:8,2024-05-13 12:10:00,26.706,11.298828125,0.3652430555555554,,0.19444444444444445,1.0,0.1111111111111111,0.032900415152236816,0.0,"[2.1419110452343157, 2.164088954765684, 2.628, 2.419, 4.860348052078424, 2.2676519479215753, 3.0269999999999997, 2.376, 3.13237348224967, 1.6896265177503305]","[2.6657140333513825, 3.160457841648617, 0.4150390625, 1.291015625, 1.5296362385905906, 0.2799340739094093, 0.8828125, 0.3994140625, 0.4272427596511994, 0.2475619278488006]","[0.2651818181818182, 0.37914285714285706, 0.39930769230769236, 0.36515384615384616, 0.6445333333333334, 0.27422222222222215, 0.3738125, 0.39283333333333337, 0.5556428571428571, 0.40989999999999993]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.06458107480253988, 0.048387096774193554, 0.0, 0.05037110045846211, 0.02321792260692464, 0.0909090909090909, 0.0, 0.0, 0.0, 0.0]","[0.045454545454545456, 0.14285714285714285, 0.15384615384615385, 0.07692307692307693, 0.06666666666666667, 0.16666666666666666, 0.0625, 0.25, 0.14285714285714285, 0.1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.22727272727272727, 0.21428571428571427, 0.3076923076923077, 0.15384615384615385, 0.06666666666666667, 0.16666666666666666, 0.25, 0.25, 0.21428571428571427, 0.2]"
186:8,2024-05-13 12:15:00,21.46999999999999,5.810546875,0.2806711409395972,,0.16778523489932887,1.0,0.06711409395973154,0.07026466978808224,0.0,"[2.714, 1.5299999999999998, 0.9720000000000001, 1.8269999999999995, 1.303, 3.7270000000000003, 1.2349999999999999, 3.591, 1.6269999999999998, 2.9439999999999995]","[0.6396484375, 0.150390625, 0.1796875, 0.3349609375, 0.6533203125, 1.0849609375, 0.3388671875, 1.1630859375, 0.4169921875, 0.8486328125]","[0.3064117647058824, 0.4300000000000001, 0.19080000000000003, 0.23873333333333333, 0.14122222222222222, 0.4075, 0.17085714285714285, 0.33304761904761904, 0.2431538461538461, 0.3555]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.08059723568261665, 0.0, 0.07430406852248395, 0.09336188436830835, 0.08333333333333333, 0.05310690519401951, 0.08049939750970678, 0.04370943779810775, 0.0, 0.1534374867926123]","[0.0, 0.14285714285714285, 0.0, 0.13333333333333333, 0.05555555555555555, 0.05555555555555555, 0.07142857142857142, 0.09523809523809523, 0.0, 0.125]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.17647058823529413, 0.0, 0.1, 0.13333333333333333, 0.2777777777777778, 0.16666666666666666, 0.14285714285714285, 0.14285714285714285, 0.23076923076923078, 0.1875]"
186:8,2024-05-13 12:20:00,47.66700000000002,13.271484375,0.5288757062146896,,0.1807909604519774,0.9943502824858758,0.12429378531073447,0.17226267462582087,0.0,"[1.037, 2.561, 3.1709999999999994, 10.353, 2.271878576226417, 10.266121423773585, 0.8710000000000002, 7.029, 1.258, 8.849]","[0.2666015625, 0.478515625, 2.345703125, 1.0615234375, 0.7254015053555178, 1.3146375571444822, 0.361328125, 3.9755859375, 1.3056640625, 1.4365234375]","[0.1422142857142857, 0.3504285714285715, 0.15425641025641026, 1.2088235294117649, 1.90175, 1.047095238095238, 0.12035714285714283, 0.6792999999999999, 0.1889230769230769, 1.254857142857143]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0031376891842008043, 0.0390947223549316, 0.3285064020696204, 0.28743877702468706, 0.12301587301587298, 0.20752022846263682, 0.20454545454545453, 0.11960152523387504, 0.05380645453734586, 0.029411764705882335]","[0.14285714285714285, 0.14285714285714285, 0.20512820512820512, 0.058823529411764705, 0.0, 0.09523809523809523, 0.07142857142857142, 0.2, 0.15384615384615385, 0.0]","[1.0, 1.0, 1.0, 0.9411764705882353, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.14285714285714285, 0.21428571428571427, 0.1794871794871795, 0.17647058823529413, 0.08333333333333333, 0.23809523809523808, 0.21428571428571427, 0.2, 0.07692307692307693, 0.2857142857142857]"
186:8,2024-05-13 12:25:00,22.548999999999985,14.734375,0.22491709844559596,,0.15544041450777202,0.9896373056994818,0.10880829015544041,0.1768625983421795,0.0,"[1.6999999999999997, 3.398880875420036, 1.5211191245799636, 4.370141394730277, 3.9338586052697218, 1.888, 2.7080428785554207, 1.7599571214445788, 0.565, 0.7040000000000004]","[1.32421875, 2.914128618237623, 0.8612620067623769, 1.804419973470233, 3.195580026529767, 1.8525390625, 2.0992332762565717, 0.43494641124342825, 0.064453125, 0.18359375]","[0.17457894736842106, 0.18747058823529414, 0.23292857142857143, 0.7844666666666666, 0.7280625000000002, 0.21082352941176472, 0.38173333333333326, 0.1975263157894737, 0.27525, 0.02858139534883721]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.18283804749970164, 0.5142606264554408, 0.003246753246753244, 0.05625493955700334, 0.16843583191125872, 0.049781148758775075, 0.0953993697816025, 0.05263157894736842, 0.0, 0.1468412849546138]","[0.05263157894736842, 0.14705882352941177, 0.07142857142857142, 0.26666666666666666, 0.0625, 0.23529411764705882, 0.13333333333333333, 0.05263157894736842, 0.0, 0.046511627906976744]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9534883720930233]","[0.3157894736842105, 0.08823529411764706, 0.21428571428571427, 0.2, 0.1875, 0.17647058823529413, 0.26666666666666666, 0.10526315789473684, 0.0, 0.11627906976744186]"
186:8,2024-05-13 12:30:00,14.901999999999981,4.9404296875,0.03786490250696372,,0.09192200557103064,0.9651810584958217,0.10306406685236769,0.2689852893943657,0.0,"[3.8091967543382075, 2.7318032456617862, 2.7139999999999977, 2.999999999999997, 2.6470000000000002, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.298928548433843, 0.8182589515661569, 0.2978515625, 1.005859375, 1.51953125, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.04040229885057469, 0.03353020134228183, 0.027497109826589563, 0.032642424242424216, 0.08755172413793101, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.42963639590457975, 0.11167186078287436, 0.11509979990379515, 0.4221043505407458, 0.22142726008959585, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.10919540229885058, 0.06711409395973154, 0.10982658959537572, 0.10909090909090909, 0.13793103448275862, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9540229885057471, 1.0, 0.9710982658959537, 0.9272727272727272, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.09770114942528736, 0.10067114093959731, 0.0, 0.15757575757575756, 0.13793103448275862, 0.0, 0.0, 0.0, 0.0, 0.0]"
186:8,2024-05-13 12:35:00,9.940999999999958,1.896484375,0.02084676354029058,,0.018494055482166448,0.08190224570673713,0.08586525759577279,0.9526817446929395,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.9680000000000001, 1.9154898084113385, 1.409587155014335, 1.6129230365743132, 4.0349999999999975]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.029296875, 0.30612246198240617, 0.16555722551759383, 0.1572265625, 1.23828125]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.07195999999999995, 0.011759999999999972, 0.007419213973799086, 0.008968609865470836, 0.13666666666666666]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.92, 0.952976454703609, 0.9840280130814009, 0.9744681267193552, 0.7387994942137939]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.08, 0.07555555555555556, 0.09606986899563319, 0.08520179372197309, 0.08771929824561403]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.08, 0.10222222222222223, 0.017467248908296942, 0.06726457399103139, 0.3333333333333333]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02666666666666667, 0.008733624454148471, 0.008968609865470852, 0.08771929824561403]"
186:8,2024-05-13 12:40:00,0.0,0.0,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
186:8,2024-05-13 12:45:00,0.0,0.0,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
