databaseid,qminute,cputime_sum,scanbytes_sum,avg_durationtime,avg_memoryused,join,agg,sort,filter,proj,cputime_interval,scanbytes_interval,duration_interval,memory_interval,filter_interval,sort_interval,agg_interval,join_interval
186:8,2024-05-12 19:00:00,62.73165710079998,12.734346157117878,1.4546524390243893,,0.17682926829268292,1.0,0.09146341463414634,0.041189165572401897,0.0,"[8.616657100799992, 1.694, 2.9030000000000005, 3.203, 1.0650000000000002, 3.258, 3.01, 8.331570684418251, 15.208677892770943, 15.441751422810805]","[0.8788774071178778, 0.658203125, 1.349609375, 5.125, 0.3701171875, 1.4326171875, 1.7255859375, 0.49269965594158033, 0.31622232454571364, 0.3854139570127061]","[5.98081818181818, 0.2078125, 0.3518124999999999, 0.3288947368421053, 0.12381250000000002, 0.3518333333333334, 0.2629090909090909, 1.0571176470588235, 9.143875, 4.552384615384616]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.04823175703220546, 0.05801538567683179, 0.07725090440631249, 0.05225409836065574, 0.03248808087517764, 0.01583040177744862, 0.10695187165775401, 0.0, 0.0]","[0.09090909090909091, 0.0625, 0.125, 0.10526315789473684, 0.0625, 0.16666666666666666, 0.045454545454545456, 0.11764705882352941, 0.125, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.18181818181818182, 0.0625, 0.1875, 0.21052631578947367, 0.1875, 0.2222222222222222, 0.13636363636363635, 0.17647058823529413, 0.375, 0.3076923076923077]"
186:8,2024-05-12 19:05:00,53.908721857159875,4.9350135996299755,0.8211768707482994,,0.16326530612244897,1.0,0.047619047619047616,0.0671453906201022,0.0,"[1.042, 0.811, 9.117999999999999, 8.765400523052092, 3.9245994769479062, 1.35, 1.1720000000000002, 5.3660000000000005, 5.293433747183749, 17.06628810997612]","[0.4169921875, 0.4140625, 0.439453125, 0.18462303150065795, 0.30170509349934205, 0.4931640625, 0.486328125, 1.0732421875, 0.36061638795539047, 0.7648268991745854]","[0.2157777777777778, 0.09653333333333333, 1.2967142857142857, 3.0355, 1.6618666666666668, 0.11195652173913044, 0.11836842105263158, 0.44129166666666664, 0.8894666666666665, 6.154499999999999]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0855528009643596, 0.08405172413793104, 0.0, 0.18611637923394597, 0.02631578947368421, 0.09211397531251775, 0.04820619993033786, 0.03571428571428571]","[0.0, 0.0, 0.14285714285714285, 0.0, 0.06666666666666667, 0.043478260869565216, 0.05263157894736842, 0.041666666666666664, 0.0, 0.125]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2222222222222222, 0.13333333333333333, 0.21428571428571427, 0.125, 0.13333333333333333, 0.13043478260869565, 0.2631578947368421, 0.16666666666666666, 0.13333333333333333, 0.25]"
186:8,2024-05-12 19:10:00,78.13796704792158,7.608098268408731,1.6771317365269458,,0.19161676646706588,0.9940119760479041,0.1317365269461078,0.17748399747744684,0.0,"[15.754278142840127, 6.067999999999999, 7.199999999999999, 3.2969999999999997, 4.867092381330717, 13.199622430738575, 9.318285187930707, 5.239999999999998, 3.934, 9.259688905081433]","[0.21244733787002412, 0.4755859375, 0.673828125, 0.560546875, 1.2258340979481739, 1.9673218383748199, 0.9582112511770065, 0.7451171875, 0.3046875, 0.48451811803870626]","[5.637, 0.8024000000000001, 1.2937272727272728, 0.32395000000000007, 0.47996774193548386, 1.438107142857143, 3.4418000000000006, 0.543263157894737, 0.7092727272727273, 8.686153846153847]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.09487179487179485, 0.09550560125272765, 0.020010449320794144, 0.24468343974968768, 0.37399238692342135, 0.08057065920977682, 0.1881822374827038, 0.016528925619834708, 0.3189245617905667]","[0.18181818181818182, 0.2, 0.2727272727272727, 0.15, 0.22580645161290322, 0.07142857142857142, 0.0, 0.10526315789473684, 0.0, 0.07692307692307693]","[1.0, 1.0, 1.0, 1.0, 1.0, 0.9642857142857143, 1.0, 1.0, 1.0, 1.0]","[0.18181818181818182, 0.26666666666666666, 0.18181818181818182, 0.2, 0.1935483870967742, 0.17857142857142858, 0.1, 0.21052631578947367, 0.2727272727272727, 0.23076923076923078]"
186:8,2024-05-12 19:15:00,122.67172340772971,12.816662477648611,2.094881889763779,,0.18110236220472442,1.0,0.11023622047244094,0.198440781256503,0.0,"[15.054188176582155, 15.201188176582153, 18.890188176582157, 10.858746565172096, 2.24785551447353, 5.61214448552647, 2.4691320506114436, 15.016748142842728, 16.834748142842727, 20.486783976514154]","[0.5580458955916893, 1.8305068330916892, 1.6371474580916892, 1.1528676326862262, 1.7121713331177788, 2.903063041882221, 0.7585299774180302, 0.2409724851483676, 0.9255427976483677, 1.0978150229725534]","[109.618, 13.731125, 5.09291304347826, 12.6609, 0.16229629629629627, 0.3327272727272728, 6.932833333333332, 80.606, 7.649545454545454, 13.783124999999998]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.1821808510638298, 0.030587132309855852, 0.0, 0.29537619829297823, 0.43861421100702586, 0.0, 0.0, 0.03959455178967374, 0.12677725118483413]","[0.0, 0.375, 0.17391304347826086, 0.1, 0.0, 0.06060606060606061, 0.25, 0.0, 0.09090909090909091, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 0.125, 0.21739130434782608, 0.3, 0.25925925925925924, 0.09090909090909091, 0.25, 1.0, 0.18181818181818182, 0.375]"
186:8,2024-05-12 19:20:00,133.29358768718888,9.231045966812681,0.7259281914893622,,0.1276595744680851,0.973404255319149,0.11170212765957446,0.23858146730962845,0.0,"[13.453587687188946, 7.5329999999999995, 14.344452030324328, 14.324785933205776, 25.016763934563482, 15.407998101906417, 0.08299999999999999, 10.500907620961945, 19.377231285095064, 13.25186109394299]","[3.2749912793126814, 1.3212890625, 1.873379976606539, 0.3626917178988679, 0.06933161528763378, 0.1643232527069593, 0.021484375, 0.7885799307562446, 0.5383076052624123, 0.8166671514813433]","[1.8115789473684212, 1.153846153846154, 2.655769230769231, 11.839333333333334, 17.1335, 7.935538461538463, 0.0765, 0.19407894736842102, 0.4519659090909094, 0.23956363636363626]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.12402918736571245, 0.001998001998001999, 0.16923361760583763, 0.0, 0.0, 0.0, 0.0, 0.2929725780129552, 0.4202004956431102, 0.14667887451270714]","[0.10526315789473684, 0.23076923076923078, 0.07692307692307693, 0.5, 0.3333333333333333, 0.15384615384615385, 0.0, 0.12280701754385964, 0.13636363636363635, 0.05454545454545454]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9122807017543859, 1.0, 1.0]","[0.15789473684210525, 0.15384615384615385, 0.3076923076923077, 0.3333333333333333, 0.3333333333333333, 0.15384615384615385, 0.0, 0.11403508771929824, 0.07954545454545454, 0.15454545454545454]"
186:8,2024-05-12 19:25:00,39.456000000000046,2.7626953125,0.17121555555555573,,0.07555555555555556,0.9644444444444444,0.10888888888888888,0.2245038156506099,0.0,"[9.667999999999996, 9.060298272812506, 15.513701727187481, 5.213999999999997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1962890625, 0.2168047926794661, 0.7704998948205339, 1.5791015625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.13554744525547446, 0.16061267605633806, 0.4068137254901962, 0.14112500000000003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.10693663390556275, 0.17960519630524616, 0.39042164388378486, 0.2969831386049259, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.13138686131386862, 0.1056338028169014, 0.12745098039215685, 0.041666666666666664, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9781021897810219, 0.9225352112676056, 0.9803921568627451, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.04929577464788732, 0.1568627450980392, 0.18055555555555555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
186:8,2024-05-12 19:30:00,22.83399999999997,1.859375,0.05488375165125492,,0.019815059445178335,0.0845442536327609,0.095112285336856,0.9518596113233561,0.0,"[0.0, 0.0, 0.0, 0.0, 0.09900000000000003, 2.387999999999993, 1.4899999999999927, 1.786999999999998, 17.070000000000007, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.021484375, 0.27734375, 0.2177734375, 0.064453125, 1.2783203125, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.01666666666666667, 0.01569162995594709, 0.008162037037036982, 0.01002183406113536, 0.4444342105263159, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.8888888888888888, 0.9460589864306624, 0.9823573573573574, 0.9891582592982985, 0.7775777010989564, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.07929515418502203, 0.09259259259259259, 0.12663755458515283, 0.06578947368421052, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.1111111111111111, 0.1145374449339207, 0.018518518518518517, 0.048034934497816595, 0.2894736842105263, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.03524229074889868, 0.004629629629629629, 0.008733624454148471, 0.05263157894736842, 0.0]"
186:8,2024-05-12 19:35:00,23.805999999999997,4.267578125,0.8715370370370371,,0.35185185185185186,1.0,0.14814814814814814,0.07998152684118136,0.0,"[1.6840088673588545, 0.47299113264114545, 0.518, 4.234999999999999, 6.615999999999999, 10.280000000000001, 0.0, 0.0, 0.0, 0.0]","[0.14340157563673617, 0.04605154936326383, 0.1572265625, 1.6884765625, 0.8251953125, 1.4072265625, 0.0, 0.0, 0.0, 0.0]","[0.3693333333333333, 0.5267499999999999, 0.162, 0.5537333333333333, 0.8749999999999999, 3.415333333333333, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1313131313131313, 0.0, 0.16324786324786325, 0.05557837097878165, 0.05757575757575758, 0.0767308599667238, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.3333333333333333, 0.06666666666666667, 0.26666666666666666, 0.16666666666666666, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.2222222222222222, 0.0, 0.3333333333333333, 0.4, 0.4, 0.5, 0.0, 0.0, 0.0, 0.0]"
186:8,2024-05-12 19:40:00,0.0,0.0,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
186:8,2024-05-12 19:45:00,0.0,0.0,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
