databaseid,qminute,cputime_sum,scanbytes_sum,avg_durationtime,avg_memoryused,join,agg,sort,filter,proj,cputime_interval,scanbytes_interval,duration_interval,memory_interval,filter_interval,sort_interval,agg_interval,join_interval
5839665686231280450,2018-02-22 08:00:00,11.7,8.670804366469383,1.6738,0.4126756824553013,0.6,0.6,0.0,0.4,0.2,"[0, 0, 0, 0, 2.85, 0, 8.85, 0, 0, 0]","[0, 0, 0, 0, 2.3015003204345703, 0, 6.369304046034813, 0, 0, 0]","[0, 0, 0, 0, 0.7215, 0, 2.308666666666667, 0, 0, 0]","[0, 0, 0, 0, 0.2783787101507187, 0, 0.502206997325023, 0, 0, 0]","[0, 0, 0, 0, 1.0, 0, 0.0, 0, 0, 0]","[0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0]","[0, 0, 0, 0, 1.0, 0, 0.3333333333333333, 0, 0, 0]","[0, 0, 0, 0, 0.0, 0, 1.0, 0, 0, 0]"
5839665686231280450,2018-02-22 08:05:00,3.45,2.305479049682617,0.7553333333333333,0.21954640746116638,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,"[0, 2.76, 0, 0, 0, 0, 0, 0.69, 0, 0]","[0, 2.22562837600708, 0, 0, 0, 0, 0, 0.07985067367553711, 0, 0]","[0, 0.7995, 0, 0, 0, 0, 0, 0.667, 0, 0]","[0, 0.24334996938705444, 0, 0, 0, 0, 0, 0.17193928360939026, 0, 0]","[0, 1.0, 0, 0, 0, 0, 0, 0.0, 0, 0]","[0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, 0]","[0, 1.0, 0, 0, 0, 0, 0, 1.0, 0, 0]","[0, 0.0, 0, 0, 0, 0, 0, 0.0, 0, 0]"
5839665686231280450,2018-02-22 08:10:00,5.81,5.508439093828201,0.859,0.29183806975682575,0.3333333333333333,0.6666666666666666,0.0,1.0,0.3333333333333333,"[0, 1.96, 0, 0, 0, 0, 0, 0, 1.91, 1.94]","[0, 1.8420486748218536, 0, 0, 0, 0, 0, 0, 1.8244972229003906, 1.841893196105957]","[0, 0.82, 0, 0, 0, 0, 0, 0, 0.952, 0.805]","[0, 0.29301339387893677, 0, 0, 0, 0, 0, 0, 0.2920183539390564, 0.29048246145248413]","[0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 1.0]","[0, 0.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0]","[0, 1.0, 0, 0, 0, 0, 0, 0, 1.0, 0.0]","[0, 1.0, 0, 0, 0, 0, 0, 0, 0.0, 0.0]"
5839665686231280450,2018-02-22 08:15:00,5.38,4.688889026641846,0.786,0.32800333698590595,0.0,1.0,0.0,1.0,0.3333333333333333,"[3.95, 1.43, 0, 0, 0, 0, 0, 0, 0, 0]","[3.6837120056152344, 1.0051770210266113, 0, 0, 0, 0, 0, 0, 0, 0]","[0.8175, 0.723, 0, 0, 0, 0, 0, 0, 0, 0]","[0.34562258422374725, 0.2927648425102234, 0, 0, 0, 0, 0, 0, 0, 0]","[1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0]","[1.0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0]"
5839665686231280450,2018-02-22 08:20:00,21.24,17.861241430044174,1.16275,0.31150054683287937,0.16666666666666666,0.5833333333333334,0.0,0.4166666666666667,0.0,"[2.02, 1.98, 0, 11.795, 2.405, 0, 0, 1.73, 1.31, 0]","[1.8419723510742188, 1.8419723510742188, 0, 9.941876009106636, 1.739123359322548, 0, 0, 1.613142967224121, 0.8831543922424316, 0]","[0.806, 0.797, 0, 1.3455, 3.0405, 0, 0, 0.832, 0.754, 0]","[0.33410340547561646, 0.3597928285598755, 0, 0.3101167045533657, 0.5888514369726181, 0, 0, 0.31060853600502014, 0.25256815552711487, 0]","[1.0, 0.0, 0, 0.375, 0.0, 0, 0, 1.0, 0.0, 0]","[0.0, 0.0, 0, 0.0, 0.0, 0, 0, 0.0, 0.0, 0]","[1.0, 0.0, 0, 0.5, 0.5, 0, 0, 1.0, 1.0, 0]","[0.0, 0.0, 0, 0.25, 1.0, 0, 0, 0.0, 0.0, 0]"
5839665686231280450,2018-02-22 08:25:00,5.33,4.680950194597244,1.1486666666666667,0.2869765063126882,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,"[1.97, 0, 0, 0, 1.39, 0, 0, 0, 0, 1.97]","[1.842063456773758, 0, 0, 0, 1.0035243034362793, 0, 0, 0, 0, 1.835362434387207]","[1.602, 0, 0, 0, 0.717, 0, 0, 0, 0, 1.127]","[0.2977606952190399, 0, 0, 0, 0.2666432857513428, 0, 0, 0, 0, 0.2965255379676819]","[0.0, 0, 0, 0, 0.0, 0, 0, 0, 0, 1.0]","[0.0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0.0]","[0.0, 0, 0, 0, 1.0, 0, 0, 0, 0, 1.0]","[0.0, 0, 0, 0, 0.0, 0, 0, 0, 0, 1.0]"
5839665686231280450,2018-02-22 08:30:00,13.19,11.519639477133751,1.6985000000000001,0.4253653238217036,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,"[1.38, 0, 0, 0, 0, 0, 5.177, 6.633, 0, 0]","[1.0036907196044922, 0, 0, 0, 0, 0, 5.669407747685909, 4.8465410098433495, 0, 0]","[0.709, 0, 0, 0, 0, 0, 1.8964, 3.3135, 0, 0]","[0.26537585258483887, 0, 0, 0, 0, 0, 0.45736321806907654, 0.8343626409769058, 0, 0]","[0.0, 0, 0, 0, 0, 0, 0.2, 0.5, 0, 0]","[0.0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0]","[1.0, 0, 0, 0, 0, 0, 0.2, 0.5, 0, 0]","[0.0, 0, 0, 0, 0, 0, 0.8, 1.0, 0, 0]"
5839665686231280450,2018-02-22 08:35:00,41.21,2.258337157778442,22.1545,1.802316926419735,0.5,0.5,0.0,0.5,0.5,"[0, 0, 0, 0, 0, 0, 1.95, 6.107111, 26.173333, 6.979555]","[0, 0, 0, 0, 0, 0, 1.8420372009277344, 0.06475777085870504, 0.2775333048775792, 0.07400888111442327]","[0, 0, 0, 0, 0, 0, 0.838, 43.471, 43.471, 43.471]","[0, 0, 0, 0, 0, 0, 0.3057573735713959, 3.298876479268074, 3.298876479268074, 3.298876479268074]","[0, 0, 0, 0, 0, 0, 1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 1.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 0, 0, 0.0, 1.0, 1.0, 1.0]"
5839665686231280450,2018-02-22 08:40:00,3.86,3.6841907501220703,0.828,0.2797926515340805,0.5,0.0,0.0,0.0,0.0,"[0, 0, 3.86, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 3.6841907501220703, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0.828, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0.2797926515340805, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0.5, 0, 0, 0, 0, 0, 0, 0]"
5839665686231280450,2018-02-22 08:45:00,309.804615,32.66109637450427,78.6725,6.788770407438278,0.5,1.0,0.0,0.5,0.5,"[0, 0.69, 0, 0, 0, 42.253077, 66.715385, 66.715385, 66.715385, 66.715385]","[0, 0.07985067367553711, 0, 0, 0, 4.453551570884883, 7.031923532485962, 7.031923532485962, 7.031923532485962, 7.031923532485962]","[0, 2.247, 0, 0, 0, 155.098, 155.098, 155.098, 155.098, 155.098]","[0, 0.18413293361663818, 0, 0, 0, 13.393407881259918, 13.393407881259918, 13.393407881259918, 13.393407881259918, 13.393407881259918]","[0, 0.0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0.0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1.0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0, 0.0, 0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0]"
